Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2020,Spring_Season,Dashing Buffalo,H3,17,7,10,41.2%,0.35,3,5.41,1.92,38.71,1.24,7,224,-,-,50.3%,3.1%,13.2%,5,"['Tahm Kench', 'Braum', 'Leona']",Support
2020,Spring_Season,Dashing Buffalo,Hinn,17,7,10,41.2%,0.65,3.29,7.59,2.5,69.12,2.34,7.4,249,-,-,62.5%,4.9%,14.6%,8,"['Tahm Kench', 'Nautilus', 'Thresh']",Support
2020,Spring_Season,Dashing Buffalo,Pun,11,3,8,27.3%,3.27,3.45,2.45,1.66,213.09,7.11,10.5,352,-,-,63.6%,36.4%,21.6%,6,"['Ornn', 'Sett', 'Mordekaiser']",Top Laner
2020,Spring_Season,Dashing Buffalo,Dk,8,3,5,37.5%,2.38,3,5.5,2.63,157.13,5.29,9.4,317,-,-,73.3%,22.1%,19%,6,"[""Rek'Sai"", 'Jarvan IV', 'Olaf']",Jungler
2020,Spring_Season,EVOS Esports,Bie,36,19,17,52.8%,0.67,2.5,8.17,3.53,33.47,1.06,7.4,234,-,-,65.4%,4.9%,13.1%,10,"['Braum', 'Thresh', 'Morgana']",Support
2020,Spring_Season,EVOS Esports,Divkid,36,19,17,52.8%,4.97,2.33,4.67,4.13,306.94,9.73,14.2,449,-,-,71.4%,36.8%,25.1%,10,"['Miss Fortune', 'Aphelios', 'Xayah']",Bot Laner
2020,Spring_Season,EVOS Esports,Sorn,36,19,17,52.8%,2.5,2.44,7.56,4.11,173.53,5.5,10.7,338,-,-,74.5%,18.5%,18.9%,10,"['Jarvan IV', 'Lee Sin', ""Rek'Sai""]",Jungler
2020,Spring_Season,EVOS Esports,Pake,34,19,15,55.9%,2.47,1.85,6.29,4.73,273.62,8.71,12.2,388,-,-,63.1%,17.8%,21.6%,12,"['Syndra', 'Cassiopeia', 'Orianna']",Mid Laner
2020,Spring_Season,EVOS Esports,TH,26,12,14,46.2%,3.31,3.38,4.15,2.2,257.38,8.08,12.4,389,-,-,55.7%,24.7%,22%,9,"['Mordekaiser', 'Vladimir', 'Sett']",Top Laner
2020,Spring_Season,EVOS Esports,But1,12,7,5,58.3%,1.92,2.67,4.92,2.56,227.75,7.28,11.2,357,-,-,53.9%,15.1%,19.8%,5,"['Renekton', 'Ornn', 'Sett']",Top Laner
2020,Spring_Season,FTV Esports,Kuroko,34,9,25,26.5%,2.62,3.88,5.44,2.08,150.5,4.94,-,-,-,-,67.5%,21.9%,-,19,"['Elise', 'Lee Sin', 'Nidalee']",Jungler
2020,Spring_Season,FTV Esports,Police,33,9,24,27.3%,2.91,2.7,4.94,2.91,267,8.8,-,-,-,-,65.1%,24.1%,-,9,"['Lucian', 'Kalista', 'Miss Fortune']",Bot Laner
2020,Spring_Season,FTV Esports,Rika,30,8,22,26.7%,2.83,3.77,4.9,2.05,228.67,7.4,-,-,-,-,65.5%,24%,-,14,"['Ornn', 'Sett', 'Gangplank']",Top Laner
2020,Spring_Season,FTV Esports,Victory,25,6,19,24%,3,4.4,4.44,1.69,236.04,7.48,-,-,-,-,59.8%,24.1%,-,14,"['Ryze', 'Sylas', 'Syndra']",Mid Laner
2020,Spring_Season,FTV Esports,1Ground,21,7,14,33.3%,0.81,3.62,7.38,2.26,28.81,0.94,7.1,232,-,-,61.6%,6.1%,13.4%,9,"['Braum', 'Tahm Kench', 'Blitzcrank']",Support
2020,Spring_Season,FTV Esports,Froggy,13,4,9,30.8%,2,3.69,5.69,2.08,191,6.75,-,-,-,-,65.4%,17%,-,10,"['Ornn', 'Kled', 'Diana']",Bot Laner
2020,Spring_Season,FTV Esports,Akeno,9,2,7,22.2%,1.33,4.11,4.56,1.43,27,0.94,-,-,-,-,58.9%,13.3%,-,6,"['Nautilus', 'Taric', 'Tahm Kench']",Support
2020,Spring_Season,FTV Esports,Potm,5,0,5,0%,1.2,4.2,2.8,0.95,161.8,5.12,9.3,293,-,-,51.3%,15.4%,17.6%,5,"['Lee Sin', ""Rek'Sai"", 'Jarvan IV']",Jungler
2020,Spring_Season,GAM Esports,Dia1,32,27,5,84.4%,7.16,1.97,6.69,7.03,241.56,8.39,13.2,457,-,-,67.6%,35%,23.6%,10,"['Syndra', 'Pantheon', 'Lucian']",Mid Laner
2020,Spring_Season,GAM Esports,Levi,32,27,5,84.4%,4.47,1.75,9.25,7.84,175.84,6.11,11,384,-,-,67%,21.8%,19.8%,14,"['Lee Sin', 'Qiyana', 'Elise']",Jungler
2020,Spring_Season,GAM Esports,Palette,32,27,5,84.4%,1.22,2.38,12.25,5.67,50.81,1.76,7.9,274,-,-,65.8%,6%,14.1%,12,"['Tahm Kench', 'Yuumi', 'Braum']",Support
2020,Spring_Season,GAM Esports,Blazes,28,24,4,85.7%,3.71,2.14,7.93,5.43,231.21,8.07,12,418,-,-,58%,18.5%,21.6%,11,"['Aphelios', 'Senna', 'Varus']",Bot Laner
2020,Spring_Season,GAM Esports,Kiaya,24,20,4,83.3%,3.42,2.29,6.83,4.47,219.46,7.66,11.3,394,-,-,52.1%,17.4%,20.4%,9,"['Sett', 'Mordekaiser', 'Ornn']",Top Laner
2020,Spring_Season,GAM Esports,Zeros,8,7,1,87.5%,5,3.38,5.75,3.19,250.5,8.57,12.7,434,-,-,47%,21.9%,22.2%,6,"['Aatrox', 'Irelia', 'Sett']",Top Laner
2020,Spring_Season,GAM Esports,Hieu3,3,2,1,66.7%,4,3.33,7,3.3,245,7.97,12.7,412,-,-,47.8%,17.4%,21.7%,3,"['Miss Fortune', 'Ezreal', 'Aphelios']",Bot Laner
2020,Spring_Season,GAM Esports,Easylove,1,1,0,100%,6,3,7,4.33,242,8.98,12.1,448,-,-,54.2%,25%,22.2%,1,['Miss Fortune'],Bot Laner
2020,Spring_Season,Team Flash.Vietnam,CBL,36,22,14,61.1%,0.86,3.14,8.56,3,34.44,1.13,7.4,243,-,-,63.7%,5.8%,13.2%,8,"['Braum', 'Nautilus', 'Thresh']",Support
2020,Spring_Season,Team Flash.Vietnam,Kati,36,22,14,61.1%,3.22,2.56,5.08,3.25,259.78,8.51,12.3,403,-,-,56.2%,21.8%,22%,12,"['Ryze', 'Syndra', 'Lucian']",Mid Laner
2020,Spring_Season,Team Flash.Vietnam,Slayder,36,22,14,61.1%,4.81,2.36,4.22,3.82,293.11,9.6,13.8,452,-,-,61.1%,32.5%,24.6%,9,"['Miss Fortune', 'Kalista', 'Xayah']",Bot Laner
2020,Spring_Season,Team Flash.Vietnam,Yijin,36,22,14,61.1%,3.14,3.36,6.28,2.8,175.69,5.75,10.7,352,-,-,63.7%,21.2%,19.2%,11,"['Olaf', ""Rek'Sai"", 'Qiyana']",Jungler
2020,Spring_Season,Team Flash.Vietnam,Yoshino,36,22,14,61.1%,2.75,2.69,5.72,3.14,235.69,7.72,11.8,385,-,-,57.3%,18.6%,21%,10,"['Kennen', 'Ornn', 'Fiora']",Top Laner
2020,Spring_Season,Team Secret (Vietnamese Team),Celebrity,34,20,14,58.8%,4.97,2.03,5.09,4.96,255.29,8.26,13.3,430,-,-,69.5%,34.3%,24.2%,9,"['Aphelios', 'Miss Fortune', 'Senna']",Bot Laner
2020,Spring_Season,Team Secret (Vietnamese Team),DNK,34,20,14,58.8%,3.32,2.53,6.97,4.07,169.94,5.5,10.8,349,-,-,71.1%,23%,19.6%,13,"['Olaf', 'Lee Sin', 'Shyvana']",Jungler
2020,Spring_Season,Team Secret (Vietnamese Team),Venus,31,18,13,58.1%,0.84,2.87,8.52,3.26,48,1.54,7.8,249,-,-,64%,5.7%,14%,10,"['Thresh', 'Braum', 'Nautilus']",Support
2020,Spring_Season,Team Secret (Vietnamese Team),Artifact,29,18,11,62.1%,3.48,2.62,5.34,3.37,259.24,8.51,12.4,407,-,-,59.3%,23.4%,22.6%,17,"['Cassiopeia', 'Tristana', 'Neeko']",Mid Laner
2020,Spring_Season,Team Secret (Vietnamese Team),Coated,20,11,9,55%,2.4,3.5,5.25,2.19,224.1,7.12,11.6,370,-,-,56.3%,17.6%,20.9%,11,"['Gangplank', 'Renekton', 'Irelia']",Top Laner
2020,Spring_Season,Team Secret (Vietnamese Team),Hani,19,11,8,57.9%,1.79,2.53,6.21,3.17,211.05,6.83,10.5,340,-,-,54.3%,12.1%,19.3%,10,"['Ornn', 'Rumble', 'Pantheon']",Top Laner
2020,Spring_Season,Team Secret (Vietnamese Team),Yin,3,2,1,66.7%,0.33,2,7,3.67,33.33,1.24,6.2,229,-,-,56.4%,2.6%,12.8%,2,"['Braum', 'Thresh']",Support
2020,Spring_Season,V Gaming Adonis,PHT,34,9,25,26.5%,3.91,3.94,5.12,2.29,252.26,8.22,-,-,-,-,62.8%,27.2%,-,15,"['Ryze', 'Cassiopeia', 'Lucian']",Mid Laner
2020,Spring_Season,V Gaming Adonis,Vit,34,9,25,26.5%,4.76,3.09,4.35,2.95,295,9.61,-,-,-,-,63.4%,33.1%,-,10,"['Miss Fortune', 'Xayah', 'Aphelios']",Bot Laner
2020,Spring_Season,V Gaming Adonis,Django,21,5,16,23.8%,2.9,4.52,4.86,1.72,232.71,7.56,-,-,-,-,50.8%,19%,-,11,"['Aatrox', 'Ornn', 'Renekton']",Top Laner
2020,Spring_Season,V Gaming Adonis,Hope,17,5,12,29.4%,2,5.12,6.41,1.64,149.59,4.87,-,-,-,-,60.6%,14.4%,-,9,"['Elise', 'Pantheon', ""Rek'Sai""]",Coach
2020,Spring_Season,V Gaming Adonis,Zin,17,5,12,29.4%,0.82,2.35,8.12,3.8,33.53,1.09,-,-,-,-,64.4%,5.9%,-,7,"['Thresh', 'Nautilus', 'Leona']",Support
2020,Spring_Season,V Gaming Adonis,BioB,16,4,12,25%,0.88,3.63,9.5,2.86,39.19,1.27,7.3,236,-,-,69.2%,5.8%,13.7%,8,"['Morgana', 'Braum', 'Nautilus']",Support
2020,Spring_Season,V Gaming Adonis,Scary,12,2,10,16.7%,1.25,3.92,8.08,2.38,103,3.33,8,259,-,-,71.3%,9.6%,15.7%,8,"['Jarvan IV', ""Rek'Sai"", 'Sejuani']",Jungler
2020,Spring_Season,V Gaming Adonis,CHP,11,3,8,27.3%,2.64,4.82,5.27,1.64,199.18,6.51,10.3,337,-,-,56.5%,18.8%,19.8%,5,"['Mordekaiser', 'Ornn', 'Aatrox']",Top Laner
2020,Spring_Season,V Gaming Adonis,Y1,8,3,5,37.5%,3.38,3.75,6.5,2.63,153.13,5.16,10,336,-,-,64.2%,22%,18.9%,6,"['Elise', 'Gragas', 'Trundle']",Jungler
2020,Spring_Playoffs,EVOS Esports,Bie,9,4,5,44.4%,0.67,2.44,9.11,4,31.56,1.02,-,-,-,-,71.5%,4.9%,-,4,"['Braum', 'Nautilus', 'Janna']",Support
2020,Spring_Playoffs,EVOS Esports,Divkid,9,4,5,44.4%,3.67,3.33,6.33,3,285.44,9.22,-,-,-,-,73.2%,26.8%,-,5,"['Miss Fortune', 'Aphelios', 'Xayah']",Bot Laner
2020,Spring_Playoffs,EVOS Esports,Pake,9,4,5,44.4%,4,2.33,5.67,4.14,279.22,9.02,-,-,-,-,70.7%,29.3%,-,6,"['Azir', 'Zilean', 'Irelia']",Mid Laner
2020,Spring_Playoffs,EVOS Esports,Sorn,9,4,5,44.4%,3.67,3.22,6.33,3.1,160.78,5.19,-,-,-,-,73.2%,26.8%,-,4,"[""Rek'Sai"", 'Sejuani', 'Nidalee']",Jungler
2020,Spring_Playoffs,EVOS Esports,But1,6,3,3,50%,1.5,3.17,4.17,1.79,227.67,7.15,-,-,-,-,38.2%,10.1%,-,3,"['Aatrox', 'Ornn', 'Akali']",Top Laner
2020,Spring_Playoffs,EVOS Esports,TH,3,1,2,33.3%,2,3.33,3.67,1.7,226,7.73,-,-,-,-,50%,17.6%,-,2,"['Aatrox', 'Sett']",Top Laner
2020,Spring_Playoffs,GAM Esports,Blazes,5,2,3,40%,2.2,4.2,6.2,2,252,7.57,12.4,371,-,-,72.4%,19%,21.5%,4,"['Aphelios', 'Senna', 'Kalista']",Bot Laner
2020,Spring_Playoffs,GAM Esports,Dia1,5,2,3,40%,4.4,2.6,4.2,3.31,277.4,8.33,13.9,417,-,-,74.1%,37.9%,24.1%,4,"['Tristana', 'Ryze', 'Azir']",Mid Laner
2020,Spring_Playoffs,GAM Esports,Levi,5,2,3,40%,2,2.8,6.6,3.07,209.4,6.29,11.6,347,-,-,74.1%,17.2%,20.1%,5,"['Kindred', 'Jarvan IV', 'Lee Sin']",Jungler
2020,Spring_Playoffs,GAM Esports,Palette,5,2,3,40%,0.8,2.8,7,2.79,68.4,2.05,8,239,-,-,67.2%,6.9%,13.8%,4,"['Braum', 'Tahm Kench', 'Taric']",Support
2020,Spring_Playoffs,GAM Esports,Kiaya,3,1,2,33.3%,2,3,4.67,2.22,247,7.72,11.5,361,-,-,66.7%,20%,20.7%,2,"['Renekton', 'Sett']",Top Laner
2020,Spring_Playoffs,GAM Esports,Zeros,2,1,1,50%,2.5,3,4.5,2.33,241,6.83,12.3,349,-,-,50%,17.9%,20.3%,1,['Sett'],Top Laner
2020,Spring_Playoffs,Team Flash.Vietnam,CBL,9,6,3,66.7%,1.22,2.44,8.44,3.95,31.44,1,-,-,-,-,63.5%,8%,-,6,"['Nautilus', 'Thresh', 'Sett']",Support
2020,Spring_Playoffs,Team Flash.Vietnam,Kati,9,6,3,66.7%,3.44,2.11,7.56,5.21,253.89,8.1,-,-,-,-,72.3%,22.6%,-,5,"['Galio', 'Syndra', 'Malzahar']",Mid Laner
2020,Spring_Playoffs,Team Flash.Vietnam,Slayder,9,6,3,66.7%,5.44,1.44,5.78,7.77,323,10.31,-,-,-,-,73.7%,35.8%,-,4,"[""Kai'Sa"", 'Miss Fortune', 'Aphelios']",Bot Laner
2020,Spring_Playoffs,Team Flash.Vietnam,Stark,9,6,3,66.7%,2.44,3.11,6.78,2.96,227.33,7.25,-,-,-,-,60.6%,16.1%,-,5,"['Ornn', 'Sett', 'Aatrox']",Top Laner
2020,Spring_Playoffs,Team Flash.Vietnam,Yijin,9,6,3,66.7%,2.67,2.22,8.11,4.85,173.56,5.54,-,-,-,-,70.8%,17.5%,-,5,"['Skarner', ""Rek'Sai"", 'Lee Sin']",Jungler
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Artifact,5,2,3,40%,4.6,3.4,5.2,2.88,258,7.91,-,-,-,-,69%,32.4%,-,4,"['Kassadin', 'Pantheon', 'Twisted Fate']",Mid Laner
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Celebrity,5,2,3,40%,4.4,2,7,5.7,262.4,8.04,-,-,-,-,80.3%,31%,-,5,"['Ezreal', 'Kalista', 'Varus']",Bot Laner
2020,Spring_Playoffs,Team Secret (Vietnamese Team),DNK,5,2,3,40%,2.8,3.6,7.6,2.89,190.4,5.83,-,-,-,-,73.2%,19.7%,-,3,"['Jarvan IV', 'Taliyah', 'Kindred']",Jungler
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Venus,5,2,3,40%,1,3.4,7.8,2.59,62.6,1.92,-,-,-,-,62%,7%,-,5,"['Sett', 'Nautilus', 'Tahm Kench']",Support
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Hani,4,2,2,50%,1.75,4,7.5,2.31,218.5,6.56,-,-,-,-,58.7%,11.1%,-,2,"['Sett', 'Pantheon']",Top Laner
2020,Spring_Playoffs,Team Secret (Vietnamese Team),Coated,1,0,1,0%,0,3,3,1,252,8.4,-,-,-,-,37.5%,0%,-,1,['Jayce'],Top Laner
2020,Summer_Promotion,FTV Esports,Akeno,12,6,6,50%,0.58,4.08,8.25,2.16,28.08,0.96,-,-,-,-,64.2%,4.2%,-,6,"['Nautilus', 'Braum', 'Morgana']",Support
2020,Summer_Promotion,FTV Esports,Police,12,6,6,50%,3.75,2.17,5.17,4.12,250.33,8.58,-,-,-,-,64.8%,27.3%,-,6,"['Varus', 'Aphelios', 'Lucian']",Bot Laner
2020,Summer_Promotion,FTV Esports,Kuroko,12,6,6,50%,3.5,3.58,6.25,2.72,174.17,5.97,-,-,-,-,70.9%,25.5%,-,7,"['Nidalee', 'Lee Sin', 'Ekko']",Jungler
2020,Summer_Promotion,FTV Esports,Rika,12,6,6,50%,2.83,3,5.75,2.86,217.67,7.46,-,-,-,-,62.4%,20.6%,-,7,"['Syndra', 'Jayce', 'Poppy']",Top Laner
2020,Summer_Promotion,FTV Esports,Froggy,7,4,3,57.1%,3.29,3.14,6.29,3.05,218.14,7.55,-,-,-,-,63.8%,21.9%,-,4,"['Ornn', 'Wukong', 'Renekton']",Mid Laner
2020,Summer_Promotion,FTV Esports,Victory,5,2,3,40%,2.8,3.8,4.2,1.84,223,7.53,-,-,-,-,58.3%,23.3%,-,5,"['Azir', 'Irelia', 'Lucian']",Mid Laner
2020,Summer_Promotion,OverPower Esports,PHT,8,6,2,75%,4.5,3.38,8.63,3.89,227.75,7.35,-,-,-,-,69.5%,23.8%,-,7,"['Zoe', 'Cassiopeia', 'Syndra']",Mid Laner
2020,Summer_Promotion,OverPower Esports,DK,8,6,2,75%,4.13,2.38,10.25,6.05,191.88,6.2,-,-,-,-,76.2%,21.9%,-,4,"['Graves', 'Jarvan IV', 'Olaf']",Jungler
2020,Summer_Promotion,OverPower Esports,Vit,8,6,2,75%,5.25,1.63,7,7.54,307,9.91,-,-,-,-,64.9%,27.8%,-,4,"['Aphelios', 'Miss Fortune', 'Tristana']",Bot Laner
2020,Summer_Promotion,OverPower Esports,Zin,8,6,2,75%,0.88,2.5,12.13,5.2,25.25,0.82,-,-,-,-,68.9%,4.6%,-,4,"['Thresh', 'Nautilus', 'Sett']",Support
2020,Summer_Promotion,OverPower Esports,KemKen,6,5,1,83.3%,3.83,2.33,7.5,4.86,244,8.06,-,-,-,-,63%,21.3%,-,4,"['Renekton', 'Wukong', 'Ornn']",Top Laner
2020,Summer_Promotion,OverPower Esports,Simon,2,1,1,50%,5,5,7,2.4,189,5.73,-,-,-,-,55.8%,23.3%,-,2,"['Wukong', 'Maokai']",Top Laner
2020,Summer_Promotion,Percent Esports,lisa,12,7,5,58.3%,1,2.92,9.58,3.63,35.67,1.13,-,-,-,-,65.8%,6.2%,-,6,"['Braum', 'Thresh', 'Nautilus']",
2020,Summer_Promotion,Percent Esports,Glory,12,7,5,58.3%,4.83,2.17,6.42,5.19,268.75,8.48,-,-,-,-,69.9%,30.1%,-,10,"['LeBlanc', 'Corki', 'Rumble']",Mid Laner
2020,Summer_Promotion,Percent Esports,shine,12,7,5,58.3%,4.67,2.5,5.58,4.1,307.25,9.69,-,-,-,-,63.7%,29%,-,3,"['Aphelios', 'Varus', 'Miss Fortune']",
2020,Summer_Promotion,Percent Esports,Jahseh,10,5,5,50%,3.2,2.4,6.1,3.88,162.3,5.1,-,-,-,-,66%,22.7%,-,5,"[""Rek'Sai"", 'Elise', 'Lee Sin']",Jungler
2020,Summer_Promotion,Percent Esports,Tado,7,4,3,57.1%,1.71,3.43,5.86,2.21,217.14,7,-,-,-,-,46.1%,10.4%,-,4,"['Aatrox', 'Renekton', 'Kennen']",Top Laner
2020,Summer_Promotion,Percent Esports,yT,5,3,2,60%,2.6,3,5.6,2.73,261.2,8,-,-,-,-,52.6%,16.7%,-,5,"['Jayce', 'Camille', 'Wukong']",Top Laner
2020,Summer_Promotion,Percent Esports,Eagle,2,2,0,100%,5,4.5,11,3.56,165,5.34,-,-,-,-,61.5%,19.2%,-,2,"['Elise', 'Nidalee']",Jungler
2020,Summer_Promotion,QTV Gaming,Ciel,6,0,6,0%,2.33,4.17,4.17,1.56,159,5.11,-,-,-,-,67.2%,24.1%,-,5,"['Lee Sin', 'Graves', 'Elise']",Jungler
2020,Summer_Promotion,QTV Gaming,Genza,6,0,6,0%,4.33,3.33,1.67,1.8,276.17,8.87,-,-,-,-,62.1%,44.8%,-,6,"['Ekko', 'Zoe', 'Lissandra']",Mid Laner
2020,Summer_Promotion,QTV Gaming,Jisoo,6,0,6,0%,1.83,3.5,3.83,1.62,261.83,8.41,-,-,-,-,58.6%,19%,-,4,"['Miss Fortune', 'Aphelios', 'Ashe']",Bot Laner
2020,Summer_Promotion,QTV Gaming,CHP,5,0,5,0%,0.8,4.4,4,1.09,220.6,7.16,-,-,-,-,50%,8.3%,-,4,"['Aatrox', 'Ornn', 'Sett']",Top Laner
2020,Summer_Promotion,QTV Gaming,Hype,4,0,4,0%,0.75,2.75,7,2.82,27,0.87,-,-,-,-,68.9%,6.7%,-,3,"['Thresh', 'Sett', 'Gragas']",Support
2020,Summer_Promotion,QTV Gaming,TQKKK,2,0,2,0%,0,4,2,0.5,34.5,1.11,-,-,-,-,30.8%,0%,-,2,"['Nautilus', 'Leona']",Support
2020,Summer_Promotion,QTV Gaming,HoangTuGT,1,0,1,0%,0,3,1,0.33,237,7.23,-,-,-,-,10%,0%,-,1,['Aatrox'],Top Laner
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Xuhao,33,21,12,63.6%,2.79,2.33,7.73,4.51,184.27,5.62,11.2,343,-,-,70.1%,18.6%,18.8%,8,"['Trundle', 'Graves', 'Volibear']",Jungler
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Yado,33,21,12,63.6%,3.39,2.21,7.09,4.74,267.39,8.16,13,397,-,-,69.9%,22.6%,21.8%,10,"['Orianna', 'Twisted Fate', 'Syndra']",Mid Laner
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Artemis,32,21,11,65.6%,4.31,1.97,6.38,5.43,328.75,9.95,15.3,463,-,-,69.4%,28%,25.3%,9,"['Kalista', 'Aphelios', 'Ezreal']",Bot Laner
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Ronop,32,21,11,65.6%,0.75,2.59,9.31,3.88,34.22,1.04,7.8,235,-,-,65.3%,4.9%,12.8%,13,"['Bard', 'Thresh', 'Morgana']",Support
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),LL,25,18,7,72%,4.24,2.76,5.44,3.51,257.12,7.69,13.3,397,-,-,64.2%,28.1%,21.7%,8,"['Renekton', 'Mordekaiser', 'Wukong']",Top Laner
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Pun,8,3,5,37.5%,2.88,3.63,6.38,2.55,218.63,7.12,11.2,364,-,-,62.7%,19.5%,20.1%,6,"['Mordekaiser', 'Ornn', 'Karma']",Top Laner
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Hieu3,1,0,1,0%,0,5,0,0,30,1.24,4.8,198,-,-,0%,0%,13.2%,1,['Braum'],Support
2020,Summer_Season,CERBERUS Esports (Vietnamese Team),Zeldris,1,0,1,0%,0,4,0,0,187,7.74,7.6,314,-,-,0%,0%,21%,1,['Aphelios'],Bot Laner
2020,Summer_Season,EVOS Esports,Bie,32,17,15,53.1%,1.34,2.41,10.03,4.73,38.25,1.22,7.9,251,-,-,68.8%,8.1%,13.5%,13,"['Thresh', 'Karma', 'Braum']",Support
2020,Summer_Season,EVOS Esports,Divkid,32,17,15,53.1%,4.06,2.47,6.91,4.44,287.19,9.16,13.5,430,-,-,66.4%,24.6%,23.2%,10,"['Aphelios', 'Ashe', 'Senna']",Bot Laner
2020,Summer_Season,EVOS Esports,Sorn,32,17,15,53.1%,3.13,2.94,8.13,3.83,179.09,5.71,11,351,-,-,68.1%,18.9%,18.9%,11,"['Trundle', ""Rek'Sai"", 'Volibear']",Jungler
2020,Summer_Season,EVOS Esports,Zeros,32,17,15,53.1%,4.19,3.34,4.84,2.7,278.75,8.89,13.4,428,-,-,54.6%,25.3%,23.1%,14,"['Wukong', 'Renekton', 'Lucian']",Top Laner
2020,Summer_Season,EVOS Esports,Pake,23,10,13,43.5%,3.74,2.91,7,3.69,266.65,8.4,12.4,389,-,-,71.6%,24.9%,21.6%,6,"['Orianna', 'Karma', 'Syndra']",Mid Laner
2020,Summer_Season,EVOS Esports,TH,6,4,2,66.7%,3.67,4.17,7,2.56,274.33,8.76,13.2,422,-,-,61%,21%,21.4%,5,"['Irelia', 'Jayce', 'Akali']",Mid Laner
2020,Summer_Season,EVOS Esports,But1,3,3,0,100%,4.67,2.33,9.33,6,169.67,6,11.1,391,15.4k,543.8,53.2%,17.7%,18.9%,3,"['Sett', 'Rumble', 'Twisted Fate']",Mid Laner
2020,Summer_Season,GAM Esports,Kiaya,37,25,12,67.6%,3.49,2.35,6.78,4.37,262.81,8.26,13.1,410,-,-,59.7%,20.3%,21.9%,11,"['Renekton', 'Volibear', 'Jayce']",Top Laner
2020,Summer_Season,GAM Esports,Levi,37,25,12,67.6%,3.86,2.43,8.35,5.02,216.08,6.79,12.1,380,-,-,71.1%,22.5%,20.4%,12,"['Shyvana', 'Lee Sin', 'Gragas']",Jungler
2020,Summer_Season,GAM Esports,Slay,37,25,12,67.6%,1.51,2.95,10.27,4,36.19,1.14,7.7,243,-,-,68.6%,8.8%,13%,6,"['Thresh', 'Bard', 'Sett']",Support
2020,Summer_Season,GAM Esports,Dia1,36,25,11,69.4%,5.17,2.22,6.36,5.19,281.58,8.83,13.9,436,-,-,65.5%,29.3%,23.2%,14,"['Jayce', 'Lucian', 'Tristana']",Mid Laner
2020,Summer_Season,GAM Esports,Easylove,29,21,8,72.4%,3.31,2.55,7.55,4.26,274.62,8.62,12.9,404,-,-,63.8%,19.4%,21.7%,8,"['Ashe', 'Ezreal', 'Jhin']",Bot Laner
2020,Summer_Season,GAM Esports,Jisoo,6,2,4,33.3%,3.67,2.5,6.33,4,266.5,8.51,12.7,405,-,-,60.6%,22.2%,21.9%,3,"['Ashe', 'Kalista', 'Aphelios']",Bot Laner
2020,Summer_Season,GAM Esports,Genza,3,2,1,66.7%,1.33,4,6,1.83,241.33,7.58,11.2,352,-,-,48.9%,8.9%,19.3%,3,"['Karma', 'Varus', 'Heimerdinger']",Mid Laner
2020,Summer_Season,OverPower Esports,DK,33,8,25,24.2%,2.94,3.48,5.7,2.48,166.76,5.65,10,337,-,-,70.4%,24%,19.6%,8,"['Nidalee', 'Graves', 'Lee Sin']",Jungler
2020,Summer_Season,OverPower Esports,VIT,33,8,25,24.2%,3.42,3.36,4.21,2.27,276.09,9.36,12.5,423,-,-,62.2%,27.9%,24.6%,12,"['Kalista', 'Ashe', 'Aphelios']",Bot Laner
2020,Summer_Season,OverPower Esports,Zin,31,6,25,19.4%,1.06,3.35,7,2.4,33.19,1.13,6.7,229,-,-,68.3%,9%,13.4%,11,"['Nautilus', 'Sett', 'Pantheon']",Support
2020,Summer_Season,OverPower Esports,PHT,29,6,23,20.7%,2.41,3.93,4.83,1.84,260.21,8.81,11.8,399,-,-,61.9%,20.6%,23.3%,15,"['Ryze', 'Azir', 'Lucian']",Mid Laner
2020,Summer_Season,OverPower Esports,Simon,18,5,13,27.8%,1.94,4.17,4,1.43,206.72,6.97,10.1,339,-,-,43.3%,14.2%,19.2%,5,"['Renekton', 'Mordekaiser', 'Volibear']",Top Laner
2020,Summer_Season,OverPower Esports,Vin,14,3,11,21.4%,2.5,3.57,4.57,1.98,192.64,6.54,9.8,332,-,-,64.3%,22.7%,19.8%,8,"['Wukong', 'Renekton', 'Aatrox']",Top Laner
2020,Summer_Season,OverPower Esports,Jerry,5,2,3,40%,3.6,4.6,4.2,1.7,207,7.12,10.4,358,12.5k,429.7,55.7%,25.7%,20.9%,5,"['Zoe', 'LeBlanc', 'Syndra']",Top Laner
2020,Summer_Season,OverPower Esports,H3,2,2,0,100%,2,2.5,11.5,5.4,42.5,1.29,8.5,259,9.7k,295.2,69.2%,10.3%,14.1%,2,"['Sett', 'Pantheon']",Support
