Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G.1,G/M,KPAR,KS,GS,CP,Champs,total_games,max_G/M,max_CS/M,max_KDA,max_KPAR
2023,Summer_Playoffs,Team Whales,Gloryy,20,10,10,50.0,3.15,2.05,5.4,4.17,268.55,9.04,12.3,415.0,66.8,24.6,22.9,9,"Ahri, LeBlanc, Jayce",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Whales,Sparda,20,10,10,50.0,2.45,2.85,5.0,2.61,229.85,7.74,11.0,372.0,58.2,19.1,20.5,6,"K'Sante, Renekton, Aatrox",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Whales,Bie,16,9,7,56.3,0.5,1.5,8.25,5.83,35.94,1.22,7.0,237.0,70.4,4.0,13.0,6,"Nautilus, Alistar, Rakan",43,499.0,11.1,6.86,77.6
2023,Summer_Playoffs,Team Whales,CBL,4,1,3,25.0,1.25,4.5,8.5,2.17,35.25,1.14,7.4,237.0,68.4,8.8,13.5,2,"Nautilus, Leona",43,499.0,11.1,6.86,77.6
2024,Spring_Promotion,APOLLO GAMING,Bun,25,12,13,48.0,0.52,3.2,9.92,3.26,33.48,1.08,7.5,241.0,70.2,3.5,12.8,9,"Nautilus, Rakan, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,APOLLO GAMING,TomRio,25,12,13,48.0,3.04,2.4,7.72,4.48,207.88,6.7,11.9,382.0,72.3,20.4,20.4,10,"Jarvan IV, Rell, Viego",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,APOLLO GAMING,Vince,25,12,13,48.0,3.36,2.28,5.44,3.86,276.96,8.93,13.2,425.0,59.1,22.6,22.7,9,"Orianna, Lissandra, Galio",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,APOLLO GAMING,Yuki,25,12,13,48.0,3.12,3.28,5.04,2.49,240.68,7.76,12.1,390.0,54.8,21.0,20.8,8,"Rumble, Jax, Renekton",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,APOLLO GAMING,Kwhite,20,8,12,40.0,5.05,2.3,4.4,4.11,274.35,8.91,13.9,450.0,67.5,36.1,24.3,8,"Aphelios, Xayah, Ezreal",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,APOLLO GAMING,K1thy1,5,4,1,80.0,4.0,1.6,10.2,8.88,195.8,6.14,12.5,392.0,77.2,21.7,19.9,3,"Jarvan IV, Sejuani, Viego",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,dttt,12,3,9,25.0,3.58,4.08,4.08,1.88,224.5,7.94,11.3,399.0,53.2,24.9,21.8,5,"Yone, Taliyah, Akali",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,Nemo,12,3,9,25.0,3.75,5.0,4.83,1.72,244.92,8.66,12.2,431.0,59.5,26.0,23.6,5,"Xayah, Kai'Sa, Zeri",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,NoNoNo1,12,3,9,25.0,3.25,4.5,7.58,2.41,167.5,5.92,10.5,371.0,75.1,22.5,20.3,5,"Jarvan IV, Karthus, Lee Sin",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,uncle4,12,3,9,25.0,0.5,5.33,10.25,2.02,39.17,1.38,7.2,253.0,74.6,3.5,13.8,6,"Rakan, Rell, Nautilus",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,Be,11,3,8,27.3,3.64,3.36,4.09,2.3,203.91,7.16,10.7,376.0,52.8,24.8,20.5,4,"Aatrox, K'Sante, Renekton",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,CYRUS,Mounnika,1,0,1,0.0,0.0,5.0,3.0,0.6,176.0,6.77,8.5,328.0,25.0,0.0,18.9,1,Gnar,55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,TQK,12,3,9,25.0,0.5,3.83,8.33,2.3,34.33,1.3,6.2,235.0,62.7,3.6,13.5,5,"Rell, Leona, Nautilus",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,Yuyin,12,3,9,25.0,6.75,2.5,2.83,3.83,251.0,9.51,12.3,464.0,68.0,47.9,26.7,3,"Kai'Sa, Zeri, Xayah",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,Rudeus,9,2,7,22.2,1.33,3.89,4.67,1.54,178.22,6.83,8.1,312.0,47.0,10.4,18.4,6,"Neeko, Ahri, Syndra",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,zhang kun,8,2,6,25.0,3.13,3.25,4.88,2.46,188.88,7.13,9.9,375.0,51.6,20.2,21.2,6,"K'Sante, Renekton, Aatrox",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,echduquai,7,2,5,28.6,2.71,3.14,4.14,2.18,210.0,7.86,10.0,374.0,48.5,19.2,21.3,6,"K'Sante, Yone, Sylas",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,Kriss Kyle,6,2,4,33.3,3.0,3.67,9.17,3.32,139.0,5.2,9.2,343.0,71.6,17.6,19.2,4,"Sejuani, Vi, Jarvan IV",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,DG Esports,Sweetboy,6,1,5,16.7,1.33,4.33,7.67,2.08,139.17,5.34,8.5,325.0,80.6,11.9,19.3,4,"Jarvan IV, Nocturne, Gragas",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Ryuk,18,16,2,88.9,2.67,2.06,4.72,3.59,230.83,8.35,11.1,402.0,40.9,14.8,20.0,5,"Aatrox, K'Sante, Renekton",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Sorn,18,16,2,88.9,3.28,2.06,10.83,6.86,157.83,5.71,10.9,396.0,78.2,18.2,19.7,7,"Vi, Jarvan IV, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Style,18,16,2,88.9,6.78,1.56,6.22,8.36,270.28,9.78,13.9,504.0,72.0,37.5,25.1,7,"Kai'Sa, Xayah, Kalista",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Zodiac,18,16,2,88.9,1.06,3.0,12.61,4.56,31.56,1.14,7.6,275.0,75.7,5.8,13.7,7,"Alistar, Rell, Nautilus",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Nugu,17,15,2,88.2,4.29,1.24,6.59,8.81,235.06,8.39,12.1,433.0,62.5,24.7,21.7,8,"Orianna, Syndra, Neeko",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,MGN Box Esports,Emo,1,1,0,100.0,4.0,0.0,12.0,16.0,173.0,8.1,9.4,441.0,55.2,13.8,19.4,1,Orianna,55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Luffy,20,5,15,25.0,0.55,5.45,8.85,1.72,32.85,1.18,6.7,242.0,69.1,4.0,13.7,8,"Renata Glasc, Rakan, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Usopp,20,5,15,25.0,4.5,4.3,4.3,2.05,228.85,8.23,11.7,421.0,64.7,33.1,23.9,11,"Zeri, Tristana, Ziggs",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Zoro,14,4,10,28.6,2.14,5.0,9.93,2.41,134.07,4.71,9.6,336.0,76.8,13.6,18.7,5,"Jarvan IV, Wukong, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Sabo,13,4,9,30.8,3.62,3.15,3.92,2.39,237.92,8.45,11.8,418.0,46.7,22.4,23.1,4,"Aatrox, Gnar, Yone",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Sanji,11,4,7,36.4,4.09,2.82,6.73,3.84,199.09,6.97,10.8,379.0,71.3,26.9,21.0,4,"Akali, Sylas, Orianna",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Nami,9,1,8,11.1,3.22,4.22,4.33,1.79,193.11,7.19,9.7,362.0,64.8,27.6,21.2,6,"Diana, Tristana, Orianna",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Robin,7,1,6,14.3,1.57,2.86,2.71,1.5,208.0,7.67,9.7,357.0,48.4,17.7,21.5,4,"Aatrox, Renekton, Sion",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Original Gaming,Chopper,6,1,5,16.7,1.5,4.5,5.5,1.56,121.0,4.61,8.1,308.0,80.8,17.3,18.6,4,"Maokai, Jarvan IV, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,2T,23,16,7,69.6,3.7,3.09,5.57,3.0,245.96,8.52,12.5,433.0,51.4,20.5,22.1,10,"Renekton, K'Sante, Irelia",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,SPOT,20,14,6,70.0,3.05,2.6,8.2,4.33,184.2,6.41,11.1,387.0,65.6,17.8,19.9,6,"Jarvan IV, Viego, Lee Sin",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Ezlove,18,12,6,66.7,4.28,3.44,7.22,3.34,169.72,6.1,10.7,385.0,60.9,22.6,19.5,10,"Kalista, Tristana, Lulu",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Killer,17,12,5,70.6,4.24,3.0,7.47,3.9,180.41,6.13,11.8,400.0,62.4,22.6,20.3,11,"Xayah, Ashe, Kalista",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Artifact,16,10,6,62.5,4.31,1.56,5.88,6.52,267.88,8.86,13.0,430.0,65.2,27.6,22.6,7,"Azir, Syndra, LeBlanc",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Sung Jin Woo,10,7,3,70.0,0.8,3.1,9.6,3.35,34.6,1.15,7.3,243.0,68.9,5.3,12.8,7,"Alistar, Renata Glasc, Rell",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Pake,7,6,1,85.7,4.71,2.71,8.71,4.95,201.86,7.86,10.8,422.0,57.3,20.1,20.0,4,"Syndra, LeBlanc, Orianna",55,504.0,9.78,16.0,80.8
2024,Spring_Promotion,Rainbow Warriors,Hyo,4,3,1,75.0,2.25,3.25,12.0,4.38,120.75,4.21,9.9,346.0,64.0,10.1,17.0,4,"Nautilus, Poppy, Lee Sin",55,504.0,9.78,16.0,80.8
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Hieu3,25,10,15,40.0,0.48,2.92,8.4,3.04,45.72,1.37,8.5,255.0,67.9,3.7,13.8,12,"Nautilus, Rakan, Tahm Kench",106,543.0,10.4,8.5,78.5
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Ikigai,25,10,15,40.0,2.48,3.04,7.24,3.2,196.88,5.9,11.5,344.0,74.3,19.0,18.7,10,"Xin Zhao, Vi, Sejuani",106,543.0,10.4,8.5,78.5
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Pun,25,10,15,40.0,2.96,3.28,4.6,2.3,270.6,8.11,13.4,401.0,57.8,22.6,21.8,10,"Udyr, Jax, Rumble",106,543.0,10.4,8.5,78.5
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Richard I,25,10,15,40.0,3.0,2.52,4.88,3.13,284.8,8.54,13.5,404.0,60.2,22.9,22.0,13,"Azir, Karma, Taliyah",106,543.0,10.4,8.5,78.5
2024,Spring_Season,CERBERUS Esports (Vietnamese Team),Slowz,25,10,15,40.0,4.16,3.0,5.12,3.09,297.88,8.93,14.6,437.0,70.9,31.8,23.7,12,"Xayah, Kalista, Varus",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Elio,27,20,7,74.1,0.59,2.56,11.59,4.77,66.52,1.96,9.2,270.0,70.6,3.4,14.1,11,"Milio, Maokai, Tahm Kench",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Kiaya,27,20,7,74.1,4.07,2.85,6.41,3.68,276.63,8.15,14.1,416.0,60.7,23.6,21.7,9,"K'Sante, Udyr, Jax",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Levi,27,20,7,74.1,2.59,2.59,10.96,5.23,195.63,5.76,11.8,348.0,78.5,15.0,18.1,9,"Rell, Vi, Maokai",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Pyshiro,27,20,7,74.1,5.33,1.78,6.52,6.67,296.37,8.73,15.3,451.0,68.7,30.9,23.5,11,"Lucian, Smolder, Senna",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Blazes,26,20,6,76.9,4.81,2.65,7.23,4.54,298.58,8.77,14.8,435.0,68.2,27.2,22.6,8,"Tristana, Azir, Orianna",106,543.0,10.4,8.5,78.5
2024,Spring_Season,GAM Esports,Emo,1,0,1,0.0,1.0,2.0,2.0,1.5,283.0,8.83,12.1,377.0,42.9,14.3,21.2,1,Hwei,106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Sorn,28,11,17,39.3,1.96,4.0,8.79,2.69,183.89,5.71,10.8,336.0,75.3,13.8,18.5,9,"Rell, Vi, Sejuani",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Sty1e,28,11,17,39.3,4.32,3.29,6.39,3.26,239.18,7.43,13.2,411.0,75.0,30.3,22.7,11,"Senna, Smolder, Varus",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Zodiac,28,11,17,39.3,1.07,4.71,9.11,2.16,61.57,1.91,8.4,262.0,71.3,7.5,14.5,11,"Nautilus, Maokai, Tahm Kench",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Froggy,25,10,15,40.0,3.48,2.68,6.8,3.84,260.16,8.09,12.8,398.0,70.6,23.9,22.0,10,"Karma, Tristana, Twisted Fate",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Rigel,17,7,10,41.2,4.18,3.18,3.29,2.35,289.41,8.59,14.2,422.0,49.4,27.6,23.2,5,"Jax, Aatrox, Zac",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Ryuk,11,4,7,36.4,2.64,3.45,4.0,1.92,235.73,7.89,11.3,377.0,51.0,20.3,21.0,5,"Udyr, Jax, K'Sante",106,543.0,10.4,8.5,78.5
2024,Spring_Season,MGN Blue Esports,Nogo,3,1,2,33.3,2.33,3.33,4.67,2.1,293.0,9.06,12.7,392.0,58.3,19.4,21.7,3,"Tristana, LeBlanc, Hwei",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,Artifact,24,0,24,0.0,3.33,3.13,3.54,2.2,270.75,8.84,12.2,399.0,61.6,29.9,23.1,9,"Azir, Orianna, LeBlanc",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,Zin,24,0,24,0.0,0.96,3.33,6.83,2.34,44.83,1.46,7.6,248.0,69.8,8.6,14.3,12,"Rell, Renata Glasc, Nautilus",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,2T,20,0,20,0.0,2.4,4.9,2.65,1.03,239.4,7.82,11.2,365.0,45.7,21.7,21.2,8,"Aatrox, K'Sante, Jax",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,Spot,20,0,20,0.0,2.05,5.45,4.95,1.28,168.7,5.49,9.8,319.0,66.4,19.4,18.6,8,"Jarvan IV, Xin Zhao, Lee Sin",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,EasyLove,18,0,18,0.0,2.22,3.94,3.28,1.39,266.56,8.55,12.3,396.0,52.1,21.1,23.0,10,"Smolder, Kalista, Varus",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,Hyo,4,0,4,0.0,2.5,5.75,6.5,1.57,161.25,5.37,9.7,323.0,63.2,17.5,18.1,3,"Jarvan IV, Nocturne, Jax",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,K1ller,4,0,4,0.0,3.5,4.25,5.25,2.06,268.25,8.93,12.5,415.0,61.4,24.6,23.2,2,"Varus, Lucian",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,Yuki,4,0,4,0.0,2.25,4.25,4.0,1.47,247.0,8.05,11.9,389.0,53.2,19.1,22.0,4,"Jax, Ryze, Jayce",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Rainbow Warriors,N0way,2,0,2,0.0,1.5,6.0,3.0,0.75,132.5,4.9,8.3,309.0,42.9,14.3,18.3,2,"Caitlyn, Senna",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Draktharr,29,12,17,41.4,2.83,3.17,8.0,3.41,196.9,6.01,11.4,348.0,69.8,18.2,18.7,10,"Vi, Lee Sin, Maokai",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Jane,29,12,17,41.4,3.97,2.66,6.9,4.09,278.69,8.51,13.6,416.0,70.0,25.6,22.3,11,"Orianna, Karma, Tristana",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Puddin,29,12,17,41.4,4.83,2.24,5.45,4.58,311.31,9.51,15.0,457.0,66.2,31.1,24.6,11,"Xayah, Varus, Smolder",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Soraaa,29,12,17,41.4,0.66,3.31,11.21,3.58,34.07,1.04,8.3,253.0,76.4,4.2,13.6,11,"Rakan, Rell, Nautilus",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Yoshino,19,7,12,36.8,2.79,3.0,4.26,2.35,250.95,7.68,12.3,377.0,50.0,19.8,20.6,4,"Aatrox, Jax, K'Sante",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Flash.Vietnam,Marcus,10,5,5,50.0,4.1,3.0,6.8,3.63,257.2,7.82,13.4,408.0,59.9,22.5,21.3,3,"Aatrox, K'Sante, Gwen",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Aress,27,22,5,81.5,4.37,1.96,6.22,5.4,281.26,8.74,14.2,441.0,62.3,25.7,22.4,13,"Orianna, Tristana, Azir",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Eddie,27,22,5,81.5,4.44,2.22,6.04,4.72,303.04,9.42,14.8,459.0,61.7,26.1,23.3,9,"Varus, Aphelios, Lucian",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Qiang,27,22,5,81.5,3.15,3.15,8.44,3.68,187.67,5.83,11.5,358.0,68.2,18.5,18.1,10,"Nocturne, Vi, Maokai",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Taki,27,22,5,81.5,1.33,2.44,11.19,5.12,46.93,1.46,9.3,287.0,73.6,7.8,14.6,13,"Nautilus, Renata Glasc, Hwei",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Hasmed,17,13,4,76.5,4.12,2.65,4.71,3.33,278.06,8.99,13.5,436.0,50.3,23.5,22.0,9,"K'Sante, Yone, Aatrox",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Secret (Vietnamese Team),Hiro02,10,9,1,90.0,3.0,3.7,5.3,2.24,294.6,8.59,14.2,413.0,51.6,18.6,21.1,5,"K'Sante, Jax, Gnar",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,BeanJ,27,17,10,63.0,2.56,3.81,9.19,3.08,172.74,5.28,10.9,333.0,70.3,15.3,17.5,9,"Rell, Xin Zhao, Lee Sin",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,Bie,27,17,10,63.0,1.22,2.41,9.89,4.62,46.48,1.42,8.7,266.0,66.5,7.3,13.9,11,"Nautilus, Milio, Ashe",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,Gloryy,27,17,10,63.0,3.93,2.59,6.11,3.87,300.81,9.19,14.1,431.0,60.1,23.5,22.6,10,"Azir, Karma, Orianna",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,Sparda,27,17,10,63.0,3.33,2.85,5.56,3.12,265.81,8.12,13.4,411.0,53.2,20.0,21.5,7,"K'Sante, Jax, Gnar",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,Artemis,26,16,10,61.5,5.58,2.08,5.27,5.22,312.77,9.54,15.3,466.0,66.0,34.0,24.5,10,"Varus, Caitlyn, Smolder",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Team Whales,Harky,1,1,0,100.0,8.0,2.0,9.0,8.5,322.0,10.4,16.8,543.0,70.8,33.3,24.8,1,Varus,106,543.0,10.4,8.5,78.5
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Gury,25,14,11,56.0,2.0,3.16,7.8,3.1,199.92,5.74,11.5,331.0,65.5,13.4,17.8,11,"Nocturne, Lee Sin, Rell",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kairi,25,14,11,56.0,0.84,2.72,9.68,3.87,47.36,1.36,8.8,253.0,70.3,5.6,13.6,11,"Nautilus, Rakan, Nami",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kati,25,14,11,56.0,3.88,2.8,6.6,3.74,318.24,9.14,14.8,427.0,70.1,25.9,22.9,10,"Orianna, Taliyah, Azir",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Kratos,25,14,11,56.0,3.16,2.6,4.76,3.05,289.32,8.31,13.9,400.0,52.9,21.1,21.5,9,"K'Sante, Aatrox, Jax",106,543.0,10.4,8.5,78.5
2024,Spring_Season,Vikings Esports (2023 Vietnamese Team),Shogun,25,14,11,56.0,5.08,2.92,5.44,3.6,334.92,9.62,15.7,452.0,70.3,34.0,24.2,13,"Varus, Smolder, Kalista",106,543.0,10.4,8.5,78.5
2024,Spring_Playoffs,GAM Esports,EasyLove,13,9,4,69.2,4.54,3.23,9.0,4.19,234.92,6.69,14.5,414.0,70.1,23.5,21.6,6,"Senna, Kalista, Smolder",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,GAM Esports,Elio,13,9,4,69.2,1.69,3.15,11.31,4.12,100.92,2.87,10.3,294.0,67.3,8.8,15.3,9,"Nautilus, Renata Glasc, Tahm Kench",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,GAM Esports,Emo,13,9,4,69.2,4.54,2.62,7.85,4.74,296.77,8.45,14.3,407.0,64.1,23.5,21.2,5,"Taliyah, Neeko, Akali",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,GAM Esports,Kiaya,13,9,4,69.2,5.31,2.92,7.15,4.26,305.92,8.71,15.7,448.0,64.5,27.5,23.3,6,"Rumble, Twisted Fate, Smolder",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,GAM Esports,Levi,13,9,4,69.2,3.23,2.77,10.08,4.81,201.54,5.74,12.5,357.0,68.9,16.7,18.6,8,"Wukong, Vi, Nocturne",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Aress,9,3,6,33.3,4.89,2.22,4.11,4.05,325.0,9.82,14.8,447.0,71.7,38.9,24.8,4,"Orianna, Tristana, Ahri",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Hasmed,9,3,6,33.3,2.89,4.11,4.67,1.84,281.44,8.51,13.2,397.0,60.2,23.0,22.0,8,"Jayce, Aatrox, Gwen",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Taki,9,3,6,33.3,3.0,3.22,4.22,2.24,229.89,6.95,12.6,382.0,57.5,23.9,21.1,5,"Senna, Varus, Xayah",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Hiro02,7,3,4,42.9,1.43,3.86,7.29,2.26,212.43,6.11,11.6,333.0,61.0,10.0,18.1,3,"Vi, Maokai, Wukong",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Xuhao,6,3,3,50.0,0.5,3.83,6.67,1.87,80.83,2.57,8.2,259.0,53.8,3.8,14.0,5,"Rell, Tahm Kench, Rakan",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Palette,3,0,3,0.0,1.0,4.33,6.67,1.77,96.33,2.65,9.1,252.0,69.7,9.1,14.6,2,"Rakan, Tahm Kench",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Secret (Vietnamese Team),Yusah,2,0,2,0.0,0.0,3.0,3.5,1.17,137.5,5.06,7.4,272.0,53.8,0.0,16.5,2,"Sejuani, Maokai",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Whales,Artemis,6,1,5,16.7,4.33,3.0,3.0,2.44,311.17,9.6,14.2,439.0,65.7,38.8,25.3,6,"Kai'Sa, Kalista, Caitlyn",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Whales,Bie,6,1,5,16.7,0.83,4.5,7.5,1.85,32.17,0.99,7.9,244.0,74.6,7.5,14.0,5,"Alistar, Rumble, Rakan",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Whales,Optimus,6,1,5,16.7,2.0,3.33,4.5,1.95,267.17,8.25,12.2,378.0,58.2,17.9,21.7,5,"Orianna, Twisted Fate, Ahri",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Whales,Killerqueen,6,1,5,16.7,1.67,4.5,4.83,1.44,181.0,5.59,10.0,310.0,58.2,14.9,17.8,3,"Jax, Volibear, Xin Zhao",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Team Whales,Sparda,6,1,5,16.7,2.33,5.0,2.83,1.03,249.83,7.71,11.9,366.0,46.3,20.9,21.1,5,"Aatrox, Rek'Sai, K'Sante",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Fireblade,10,6,4,60.0,2.6,3.4,5.5,2.38,249.6,7.3,12.6,369.0,45.3,14.5,19.2,4,"K'Sante, Renekton, Rek'Sai",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Kati,10,6,4,60.0,5.2,2.3,6.2,4.96,333.3,9.75,15.7,459.0,63.7,29.1,23.9,4,"Taliyah, Orianna, Tristana",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),Shogun,10,6,4,60.0,5.4,4.0,5.5,2.73,321.8,9.41,15.5,454.0,60.9,30.2,23.6,7,"Ashe, Zeri, Kalista",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),SofM,10,6,4,60.0,1.6,2.2,11.1,5.77,54.1,1.58,9.5,278.0,70.9,8.9,14.5,5,"Hwei, Rakan, Karma",19,459.0,9.82,5.77,74.6
2024,Spring_Playoffs,Vikings Esports (2023 Vietnamese Team),TomRio,10,6,4,60.0,3.1,2.3,9.3,5.39,204.5,5.98,12.4,362.0,69.3,17.3,18.8,5,"Xin Zhao, Lee Sin, Maokai",19,459.0,9.82,5.77,74.6
2024,Summer_Season,CERBERUS Esports (Vietnamese Team),Meliodas,29,8,21,27.6,2.48,2.76,6.59,3.29,197.34,6.44,10.9,355.0,74.3,20.3,19.8,12,"Nidalee, Sejuani, Zyra",98,534.0,10.21,32.0,74.5
